wanted,position,positionid,from,start,end
Q4734363,Presidential Science Advisor and Director of the Office of Science and Technology Policy,Q19817711,Q970550,2021-06-02,2022-02-18
Q6183738,member of the State Senate of California,Q19690441,Q104380129,2020-12-07,
Q106704174,Member of the Kansas House of Representatives,Q17487134,Q78280050,2019-03-19,2021-01-11
Q101251495,member of the Alaska House of Representatives,Q26265831,Q91250396,2019-01-15,2019-11-02
Q104813513,Member of the Kansas House of Representatives,Q17487134,Q100451270,2019-01-15,2021-01-11
Q107327493,Member of the New Mexico House of Representatives,Q17631457,Q96184996,2019-01-15,2021-06-14
Q108312563,Member of the Kansas House of Representatives,Q17487134,Q100396326,2019-01-14,2021-01-11
Q102196181,Member of the North Carolina House of Representatives,Q18089655,Q99412583,2019-01-09,2021-01-01
Q106107637,member of the Illinois House of Representatives,Q17495450,Q59781882,2019-01-09,2021-01-13
Q105016142,member of the Kentucky House of Representatives,Q20065966,Q80812546,2019-01-08,2021-01-05
Q64010681,member of the State Senate of Montana,Q21365323,Q16206359,2019-01-07,
Q102078386,Member of the North Carolina House of Representatives,Q18089655,Q58494571,2019-01-01,2021-01-01
Q21258154,Member of the North Carolina House of Representatives,Q18089655,Q61679836,2019-01-01,2021-01-01
Q104602851,Member of the Idaho House of Representatives,Q17546641,Q96676331,2018-12-01,2020-12-01
Q107302959,member of the Florida House of Representatives,Q18342844,Q60190990,2018-11-06,2020-11-03
Q6386297,member of the Florida House of Representatives,Q18342844,Q58813153,2018-11-06,2020-11-03
Q71723561,ambassador to Moldova,Q7889341,Q57737929,2018-10-25,2021-07-21
Q82831695,member of the Illinois House of Representatives,Q17495450,Q55760901,2018-07-24,2020-01-07
Q105904515,member of the California State Assembly,Q18180908,Q20177418,2018-04-16,2021-03-11
Q36991098,member of the State Senate of Montana,Q21365323,Q49561071,2018-03,2020-11-09
Q96392059,member of the Oregon House of Representatives,Q19360415,Q47507584,2018-01-25,2020-01-06
Q104876749,member of the South Carolina House of Representatives,Q19754409,Q6962831,2018-01-23,2020-11-08
Q102078410,Member of the New Mexico House of Representatives,Q17631457,Q97016570,2018,2021-01-19
Q99693412,member of the Maryland House of Delegates,Q20064986,Q58836733,2017-12-20,2020-08-31
Q29643276,Under Secretary of Defense (Comptroller),Q7883161,Q29346709,2017-06-02,2019-07-31
Q29876186,Deputy National Security Advisor,Q5261055,Q29890787,2017-05-19,2018-05-15
Q100418702,member of the South Dakota House of Representatives,Q19360976,Q16202862,2017-01-10,2019-01-08
Q106678436,Member of the Kansas House of Representatives,Q17487134,Q61482251,2017-01-09,2021-01-11
Q106739212,Member of the Kansas House of Representatives,Q17487134,Q60609936,2017-01-09,2021-01-11
Q15615754,member of the State Senate of Arizona,Q21360913,Q16734452,2017-01-09,2019-01-14
Q47452601,member of the Iowa House of Representatives,Q17486706,Q28528706,2017-01-09,2017-12-12
Q7143931,Member of the Kansas House of Representatives,Q17487134,Q96572435,2017-01-09,2021-01-11
Q98556573,member of the Connecticut House of Representatives,Q18763331,Q97786068,2017-01-05,2019-02-28
Q101809824,member of the Pennsylvania House of Representatives,Q14616716,Q5045327,2017-01-03,2020-11-30
Q104213896,member of the Wisconsin State Assembly,Q18526160,Q28317034,2017-01-03,2021-01-04
Q96505554,member of the Kentucky House of Representatives,Q20065966,Q63347573,2017-01-03,2019-01-08
Q105961048,member of the Missouri House of Representatives,Q18131809,Q28529993,2017-01,2021-01-05
Q106782171,member of the Missouri House of Representatives,Q18131809,Q105555731,2017,2021
Q104805134,member of the California State Assembly,Q18180908,Q27916202,2016-12-05,2020-11-30
Q18685374,member of the State Senate of California,Q19690441,Q27942445,2016-12-05,2018-06-24
Q60734949,member of the California State Assembly,Q18180908,Q4766893,2016-12-05,2018-11-30
Q105533400,Member of the Idaho House of Representatives,Q17546641,Q54941999,2016-12-01,2020-12-01
Q106687197,member of the Florida House of Representatives,Q18342844,Q16150298,2016-11-08,2020-11-03
Q58972662,member of the Florida House of Representatives,Q18342844,Q56486440,2016-11-08,2018-11-06
Q6387836,ambassador to Sweden,Q7889384,Q20932627,2016-02-01,2017-01-20
Q61780749,member of the Virginia House of Delegates,Q20065408,Q21934063,2016-01-13,2019-01-11
Q83250082,member of the Virginia House of Delegates,Q20065408,Q22003352,2016-01-13,2020-01-08
Q106306736,Mississippi state representative,Q17487661,Q100524585,2016-01-05,2020-01-07
Q102191647,member of the Louisiana House of Representatives,Q17355090,Q85771276,2016-01,2020-01-13
Q106331295,member of the Utah House of Representatives,Q18810381,Q23883669,2015-08-10,2020-12-31
Q28528687,member of the Iowa House of Representatives,Q17486706,Q19276671,2015-01-12,2017-01-08
Q53267667,member of the Oregon House of Representatives,Q19360415,Q18978070,2015-01-12,2018-04-17
Q84066826,member of the Iowa House of Representatives,Q17486706,Q84719792,2015-01-12,2019-01-14
Q104853158,member of the Pennsylvania House of Representatives,Q14616716,Q23772265,2015-01-06,2019-01-01
Q58885802,Ohio state representative,Q17502533,Q18685546,2015-01-06,2018-12-31
Q96384450,member of the Pennsylvania House of Representatives,Q14616716,Q23772251,2015-01-06,2018-11-30
Q27975632,Member of the Wyoming House of Representatives,Q18341783,Q24852041,2015-01-05,2017-01-10
Q28868184,member of the Montana House of Representatives,Q17496847,Q27049839,2015-01-05,2017-01-02
Q36864643,member of the Montana House of Representatives,Q17496847,Q65030115,2015-01-05,2017-01-02
Q38459374,member of the South Dakota House of Representatives,Q19360976,Q15713302,2015-01-05,2017-01-03
Q106604337,member of the Illinois House of Representatives,Q17495450,Q18685087,2015-01-02,2021-01-13
Q104668164,member of the Utah House of Representatives,Q18810381,Q23772029,2015-01-01,2018-12-31
Q24851511,member of the New York State Assembly,Q20058770,Q22279650,2015-01-01,2015-11-04
Q28325293,member of the New York State Assembly,Q20058770,Q20657098,2015-01-01,2016-05-03
Q4755286,Lieutenant Governor of New York,Q6544428,Q45956,2015-01-01,
Q28468472,member of the Oregon House of Representatives,Q19360415,Q19360695,2015-01,2017-01-09
Q59179676,Arkansas state representative,Q19681513,Q27662996,2015-01,2019-01
Q7626214,Arkansas state representative,Q19681513,Q20643217,2015-01,2019-01
Q96751369,member of the Oklahoma House of Representatives,Q18925362,Q48664625,2015-01,2019-01
Q98112087,member of the Oklahoma House of Representatives,Q18925362,Q48977053,2015,2019
Q98809587,member of the Oklahoma House of Representatives,Q18925362,Q108131103,2015,2019
Q73798885,member of the Virginia House of Delegates,Q20065408,Q19757690,2014-12-19,2020-01-08
Q104904526,Member of the Idaho House of Representatives,Q17546641,Q22097265,2014-12-01,2020-12-01
Q109282699,member of the Pennsylvania House of Representatives,Q14616716,Q23772070,2014-12-01,2020-11-30
Q27916167,member of the California State Assembly,Q18180908,Q18685759,2014-12-01,2016-11-30
Q28529896,Member of the Idaho House of Representatives,Q17546641,Q28823203,2014-12-01,2016-12-01
Q90460473,Member of the Idaho House of Representatives,Q17546641,Q61773613,2014-12-01,2018-12-01
Q6147195,ambassador to Monaco,Q7889340,Q18057116,2014-11-05,2017-01-20
Q105083602,member of the Hawaii House of Representatives,Q19319643,Q53870576,2014-11-04,2018-11-06
Q91050361,member of the Florida House of Representatives,Q18342844,Q18631511,2014-11-04,2019-01-24
Q7324755,Vice Chair of the Federal Reserve,Q107600102,Q447236,2014-06-16,2017-10-13
Q13534694,Under Secretary of the Army,Q7892254,Q896763,2014-03-28,2015-06-30
Q23939848,member of the Virginia House of Delegates,Q20065408,Q16208268,2014-01-08,2016-01-13
Q28450496,member of the Virginia House of Delegates,Q20065408,Q16732112,2014-01-08,2016-11
Q108619359,member of the Louisiana House of Representatives,Q17355090,Q19868180,2014,2020
Q19664056,member of the State Senate of Colorado,Q20064489,Q16887210,2013-12-10,2015-01-14
Q27734214,ambassador to Japan,Q7889318,Q230303,2013-11-19,2017-01-18
Q106088756,member of the New York State Assembly,Q20058770,Q18921348,2013-11-06,2020-12-31
Q80868473,member of the Tennessee House of Representatives,Q18538054,Q17091193,2013-11,2019-01-08
Q58973608,member of the Illinois House of Representatives,Q17495450,Q16189530,2013-10-04,2018-12-05
Q105393822,member of the Hawaii House of Representatives,Q19319643,Q16195290,2013-01-16,2016-11-08
Q102117663,Member of the New Mexico House of Representatives,Q17631457,Q16213278,2013-01-15,2021-01-19
Q91263216,Member of the New Mexico House of Representatives,Q17631457,Q16201725,2013-01-15,2019-01-01
Q16202901,member of the State Senate of Arizona,Q21360913,Q16198072,2013-01-14,2019-01-14
Q23073725,member of the Iowa House of Representatives,Q17486706,Q6767161,2013-01-14,2014-12-30
Q26703633,member of the Arizona House of Representatives,Q17486298,Q16734430,2013-01-14,2015-01
Q27087894,member of the Iowa House of Representatives,Q17486706,Q6768627,2013-01-14,2015-01-11
Q28033827,member of the State Senate of Arizona,Q21360913,Q16151633,2013-01-14,2021-01-11
Q30112268,member of the Georgia House of Representatives,Q17548315,Q16150292,2013-01-14,2015-09-14
Q30611841,Member of the Kansas House of Representatives,Q17487134,Q6229671,2013-01-14,2017-01-09
Q60562584,member of the Georgia House of Representatives,Q17548315,Q7595813,2013-01-14,2017-06-01
Q60852561,member of the Georgia House of Representatives,Q17548315,Q65029713,2013-01-14,2015-01-12
Q6557850,member of the State Senate of Washington,Q20065405,Q4760434,2013-01-14,
Q57242224,Member of the West Virginia House of Delegates,Q19772501,Q15991555,2013-01-12,2017-01-16
Q99960945,member of the South Dakota House of Representatives,Q19360976,Q16875348,2013-01-11,2020-01-06
Q30165810,Member of the Kansas House of Representatives,Q17487134,Q7933805,2013-01-10,2017-01-09
Q28540604,member of the Colorado House of Representatives,Q17485005,Q16875369,2013-01-09,2015-01-07
Q28606973,member of the Colorado House of Representatives,Q17485005,Q6397278,2013-01-09,2017-01-11
Q52463494,member of the Missouri House of Representatives,Q18131809,Q16221138,2013-01-09,2017-01-04
Q58756907,member of the Missouri House of Representatives,Q18131809,Q52437638,2013-01-09,2019-01-09
Q66685128,member of the Illinois House of Representatives,Q17495450,Q7344199,2013-01-09,2019-06-28
Q28178782,member of the Minnesota House of Representatives,Q17505193,Q16104729,2013-01-08,2017-01-03
Q58495316,member of the Illinois House of Representatives,Q17495450,Q16196932,2013-01-08,2019-01-06
Q95689774,member of the Tennessee House of Representatives,Q18538054,Q16215640,2013-01-08,2019-01-08
Q102104779,member of the Wisconsin State Assembly,Q18526160,Q6812872,2013-01-07,2021-01-04
Q104283382,member of the Wisconsin State Assembly,Q18526160,Q6779280,2013-01-07,2021-01-04
Q107591503,member of the Wisconsin State Assembly,Q18526160,Q6241455,2013-01-07,2021-04-23
Q16222033,member of the Montana House of Representatives,Q17496847,Q97188652,2013-01-07,2015-01-05
Q18637919,member of the Wisconsin State Assembly,Q18526160,Q6154649,2013-01-07,2015-01-03
Q18687832,member of the Wisconsin State Assembly,Q18526160,Q7610084,2013-01-07,2015-01-03
Q59660401,member of the Missouri House of Representatives,Q18131809,Q28836840,2013-01-07,2017-01-04
Q104814095,member of the Utah House of Representatives,Q18810381,Q16732335,2013-01-01,2021-01-01
Q106993443,member of the Utah House of Representatives,Q18810381,Q16732232,2013-01-01,2018-12-31
Q108266034,member of the New York State Assembly,Q20058770,Q16213231,2013-01-01,2020-12-31
Q24204574,member of the New York State Assembly,Q20058770,Q6281611,2013-01-01,2015-11-30
Q24204584,member of the New York State Assembly,Q20058770,Q7493559,2013-01-01,2015-11-30
Q28151883,member of the Wisconsin State Assembly,Q18526160,Q6465428,2013-01-01,2017-01-03
Q46995882,member of the Pennsylvania House of Representatives,Q14616716,Q16732585,2013-01-01,2016-11-30
Q5669989,Member of the North Carolina House of Representatives,Q18089655,Q20090718,2013-01-01,2019-01-01
Q61679499,Member of the North Carolina House of Representatives,Q18089655,Q21063132,2013-01-01,2019-01-01
Q61961001,member of the Utah House of Representatives,Q18810381,Q16145981,2013-01-01,2016-12-31
Q71485571,member of the Michigan House of Representatives,Q18654736,Q16727665,2013-01-01,2018-12-31
Q84057256,member of the New York State Assembly,Q20058770,Q7493797,2013-01-01,2018-04-30
Q84088429,member of the New York State Assembly,Q20058770,Q16195797,2013-01-01,2018-04-30
Q84114680,member of the New York State Assembly,Q20058770,Q6143268,2013-01-01,2018-12-31
Q26703665,member of the Arizona House of Representatives,Q17486298,Q17092108,2013-01,2016-01-11
Q27049898,member of the South Dakota House of Representatives,Q19360976,Q16215287,2013-01,2015-01-10
Q27058461,member of the South Dakota House of Representatives,Q19360976,Q16213986,2013-01,2015-01
Q64748118,member of the Missouri House of Representatives,Q18131809,Q4757642,2013-01,2017-01
Q107718349,member of the Missouri House of Representatives,Q18131809,Q27049892,2013,2021-01-06
Q19996387,Arkansas state representative,Q19681513,Q16186443,2013,2015-01
Q59306317,Member of the New Mexico House of Representatives,Q17631457,Q17092114,2013,2016
Q108870321,member of the Maine House of Representatives,Q18713970,Q16731479,2012-12-05,2014-12-03
Q102428707,member of the California State Assembly,Q18180908,Q6812805,2012-12-03,2020-05-18
Q104536865,member of the California State Assembly,Q18180908,Q7647786,2012-12-03,2020-11-30
Q18685500,member of the California State Assembly,Q18180908,Q7328265,2012-12-03,2014-11-30
Q73981273,member of the California State Assembly,Q18180908,Q4963505,2012-12-03,2019-06-12
Q16499832,Member of the Idaho House of Representatives,Q17546641,Q16886439,2012-12-01,2013-12-20
Q61679975,Member of the West Virginia House of Delegates,Q19772501,Q16194076,2012-12-01,2018-12-01
Q62570975,Member of the New Hampshire House of Representatives,Q21971205,Q108679744,2012-12,2014-12-03
Q107027849,member of the Indiana House of Representatives,Q18190880,Q18158015,2012-11-20,2018-11-20
Q18631583,member of the Florida House of Representatives,Q18342844,Q5334959,2012-11-20,2014-11-20
Q98067762,member of the Oklahoma House of Representatives,Q18925362,Q6380181,2012-11-14,2015-11-16
Q106739489,member of the Florida House of Representatives,Q18342844,Q16222230,2012-11-06,2020-11-03
Q107310840,member of the Florida House of Representatives,Q18342844,Q16212907,2012-11-06,2020-11-03
Q19667639,member of the Florida House of Representatives,Q18342844,Q16122764,2012-11-06,2014-11-04
Q29477943,member of the Florida House of Representatives,Q18342844,Q16734672,2012-11-06,2016-11-08
Q55820381,member of the Florida House of Representatives,Q18342844,Q16751031,2012-11-06,2016-11-08
Q58885790,member of the Florida House of Representatives,Q18342844,Q16214390,2012-11-06,2018-11-06
Q58975055,member of the Florida House of Representatives,Q18342844,Q16196710,2012-11-06,2018-11-06
Q60735512,member of the Florida House of Representatives,Q18342844,Q6162111,2012-11-06,2018-11-06
Q96482997,member of the State Senate of Hawaii,Q20058751,Q16875186,2012-11-06,2020-11-03
Q57293646,Member of the North Carolina House of Representatives,Q18089655,Q35876874,2012-10-10,2013-01-09
Q21663103,ambassador to Sri Lanka and the Maldives,Q7889376,Q6836763,2012-09-14,2014-12-06
Q21663103,ambassador to Sri Lanka and the Maldives,Q7889376,Q6836763,2012-09-09,2014-12-06
Q48860876,member of the Illinois House of Representatives,Q17495450,Q16885687,2012-08-03,2018-01-26
Q16730422,member of the Pennsylvania House of Representatives,Q14616716,Q5661247,2012-05-08,2013
Q5231865,member of the New York State Assembly,Q20058770,Q7493797,2012-03-21,2012-12-31
Q16198899,Secretary of State of Florida,Q7444366,Q18631541,2012-02-17,2019-01-08
Q16730938,member of the Utah House of Representatives,Q18810381,Q16732232,2012-01-20,2013-01-01
Q104720559,member of the Louisiana House of Representatives,Q17355090,Q6166947,2012-01-09,2020-01-13
Q4932249,Member of the Mississippi Senate,Q18195558,Q17388780,2012-01-03,2016-01-05
Q60968083,Mississippi state representative,Q17487661,Q63244853,2012-01-03,2016-01-05
Q108063563,member of the Louisiana House of Representatives,Q17355090,Q21062840,2012-01,2017-05
Q27916170,member of the California State Assembly,Q18180908,Q4964238,2012,2016-11-30
Q96032678,member of the South Carolina House of Representatives,Q19754409,Q96049640,2012,2016
Q104871805,member of the New York State Assembly,Q20058770,Q7441415,2011-09-14,2021-01-01
Q18685032,member of the Wisconsin State Assembly,Q18526160,Q5312287,2011-05-17,2015-01-05
Q13537745,member of the State Senate of Iowa,Q18707052,Q6115783,2011-01-24,2013-01
Q16729985,member of the Illinois House of Representatives,Q17495450,Q16215745,2011-01-12,2013-01-09
Q58836734,member of the Maryland House of Delegates,Q20064986,Q16218533,2011-01-12,2015-01-15
Q59828618,member of the Maryland House of Delegates,Q20064986,Q16222001,2011-01-12,2015-02-02
Q7287733,member of the State Senate of Virginia,Q18604340,Q16197267,2011-01-12,2012-01-11
Q15917296,member of the Texas House of Representatives,Q18604553,Q16213055,2011-01-11,2013-01-08
Q16144696,member of the State Senate of South Dakota,Q6814783,Q16214043,2011-01-11,2015-03-30
Q16214000,member of the Georgia House of Representatives,Q17548315,Q21662832,2011-01-10,2013-01-14
Q16216571,member of the Georgia House of Representatives,Q17548315,Q65029713,2011-01-10,2013-01-14
Q16224854,member of the Iowa House of Representatives,Q17486706,Q12058363,2011-01-10,2013-11-24
Q16735059,Member of the Kansas House of Representatives,Q17487134,Q16886246,2011-01-10,2013-01-14
Q27919905,member of the Iowa House of Representatives,Q17486706,Q6768627,2011-01-10,2013-01-13
Q30166227,Member of the Kansas House of Representatives,Q17487134,Q7364343,2011-01-10,2017-01-09
Q4792128,Member of the Kansas House of Representatives,Q17487134,Q24572651,2011-01-10,2013-01-14
Q5336163,Arkansas state senator,Q21361754,Q16208748,2011-01-10,2013-01-15
Q6113321,member of the State Senate of Arizona,Q21360913,Q16198072,2011-01-10,2013-01-14
Q27915164,member of the Missouri House of Representatives,Q18131809,Q16221138,2011-01-05,2013-01-09
Q56811071,member of the Vermont House of Representatives,Q17484018,Q16204614,2011-01-05,2015-01-07
Q58009095,member of the Missouri House of Representatives,Q18131809,Q52437638,2011-01-05,2013-01-09
Q65064778,member of the Missouri House of Representatives,Q18131809,Q27735084,2011-01-05,2015-01
Q6660271,member of the Washington House of Representatives,Q17598395,Q4766645,2011-01-05,2012-06-25
Q21063885,member of the Pennsylvania House of Representatives,Q14616716,Q7383846,2011-01-04,2014-11-30
Q19518413,member of the Wisconsin State Assembly,Q18526160,Q6153198,2011-01-03,2015-01-03
Q19604886,member of the Wisconsin State Assembly,Q18526160,Q5920317,2011-01-03,2015-01-03
Q55081341,member of the Montana House of Representatives,Q17496847,Q107575668,2011-01-03,2015-01-05
Q5525889,Ohio state representative,Q17502533,Q4933646,2011-01-03,2012-03-21
Q6244457,member of the State Senate of Wisconsin,Q17602055,Q7913367,2011-01-03,2012-07-11
Q7560918,member of the Wisconsin State Assembly,Q18526160,Q6154649,2011-01-03,2013-01-03
Q86010345,member of the Wisconsin State Assembly,Q18526160,Q6377184,2011-01-03,2019-01-07
Q16218728,member of the Michigan House of Representatives,Q18654736,Q6193374,2011-01-01,2013-05-13
Q17511737,Member of the North Carolina House of Representatives,Q18089655,Q7052904,2011-01-01,2013-01-01
Q20631317,member of the Michigan House of Representatives,Q18654736,Q16213620,2011-01-01,2014-12-31
Q41603637,member of the Michigan House of Representatives,Q18654736,Q7331626,2011-01-01,2017-01-01
Q5240593,member of the State Senate of New York,Q18691526,Q7817095,2011-01-01,2012-12-31
Q74260664,member of the Michigan House of Representatives,Q18654736,Q16185681,2011-01-01,2015-01-01
Q16150606,Member of the West Virginia House of Delegates,Q19772501,Q16193769,2011-01,2013-01
Q16199836,Arkansas state senator,Q21361754,Q16729027,2011-01,2013-01-14
Q39070817,member of the Colorado House of Representatives,Q17485005,Q16728984,2011-01,2017-01-11
Q6490454,Member of the North Carolina House of Representatives,Q18089655,Q6210153,2011-01,
Q75955059,member of the Kentucky House of Representatives,Q20065966,Q17386381,2011-01,2013-01-08
Q98908631,member of the Connecticut House of Representatives,Q18763331,Q27923213,2011-01,2018
Q70937951,member of the Missouri House of Representatives,Q18131809,Q27840107,2011,2019
Q70943507,member of the Missouri House of Representatives,Q18131809,Q27049858,2011,2019
Q16729363,member of the California State Assembly,Q18180908,Q4885873,2010-12-06,2013-03-21
Q4964589,member of the California State Assembly,Q18180908,Q4964238,2010-12-06,2012
Q7812385,member of the California State Assembly,Q18180908,Q1395723,2010-12-06,2016-11-30
Q5353291,Member of the Idaho House of Representatives,Q17546641,Q16186688,2010-12-01,2012-12-01
Q71982896,member of the Maine House of Representatives,Q18713970,Q4885425,2010-12,2016-12
Q4761393,Ohio state representative,Q17502533,Q6491311,2010-11-30,2010-12-31
Q107353604,member of the Alabama House of Representatives,Q18648747,Q60190978,2010-11-03,2020-05-12
Q61478277,member of the Alabama House of Representatives,Q18648747,Q61633583,2010-11-03,2018-11-07
Q5628415,member of the Florida House of Representatives,Q18342844,Q6162111,2010-11-02,2012-11-06
Q60191006,member of the Florida House of Representatives,Q18342844,Q6171891,2010-11-02,2018-11-06
Q60735910,member of the Florida House of Representatives,Q18342844,Q4909258,2010-11-02,2018-11-06
Q7349450,ambassador to Iraq,Q1837622,Q382314,2010-08,2012-06
Q7349450,ambassador to Iraq,Q1837622,Q382314,2010-08,2012-06-01
Q18167258,ambassador to Singapore,Q1837665,Q13220995,2010-04-29,2013-09-04
Q23136037,member of the Virginia House of Delegates,Q20065408,Q7437337,2010-01-13,2016-01-13
Q104394525,member of the Maine House of Representatives,Q18713970,Q105923375,2010,2018
Q20630645,member of the South Carolina House of Representatives,Q19754409,Q96410053,2010,2012
Q80653858,member of the Tennessee House of Representatives,Q18538054,Q4797105,2010,2017-12-01
Q18209402,White House Deputy Communications Director,Q105075432,Q12066523,2009-12-19,2011-09-22
Q27922306,Member of the Kansas House of Representatives,Q17487134,Q23050240,2009-12-14,2013-01-08
Q28421787,member of the Georgia House of Representatives,Q17548315,Q16730829,2009-12-01,2017-01-09
Q28529892,member of the Oregon House of Representatives,Q19360415,Q6535980,2009-10,2017-01-09
Q5235449,ambassador to the United Nations Agencies for Food and Agriculture,Q7889421,Q4162301,2009-08-17,2012-04-05
Q512705,Under Secretary of State for Arms Control and International Security Affairs,Q7883173,Q459624,2009-06-26,2012-02-07
Q5294694,Assistant Secretary of the Interior for Indian Affairs,Q91638772,Q6490243,2009-05-22,2012-04-27
Q16200159,United States Trade Representative,Q27907212,Q1399368,2009-03-18,2013-03-15
Q16216497,White House Deputy Press Secretary,Q111511708,Q12066523,2009-01-20,2009-12-19
Q16887105,member of the Hawaii House of Representatives,Q19319643,Q107238280,2009-01-14,2013-01-10
Q16213951,Arkansas state senator,Q21361754,Q5056387,2009-01-12,2013-01
Q5213500,Lieutenant Governor of North Carolina,Q1538949,Q746219,2009-01-10,2013-01-07
Q18630792,member of the State Senate of Texas,Q18565274,Q7982632,2009-01-09,2015-01-13
Q27787881,member of the Illinois House of Representatives,Q17495450,Q5336223,2009-01-09,2017-01-11
Q16732178,member of the Colorado House of Representatives,Q17485005,Q6397278,2009-01-07,2013-01-09
Q7052303,member of the State Senate of Vermont,Q20065418,Q7292104,2009-01-07,2013-01-09
Q89078636,member of the Connecticut House of Representatives,Q18763331,Q6728929,2009-01-07,2015-01-07
Q47143726,member of the Pennsylvania House of Representatives,Q14616716,Q7613845,2009-01-06,2017-01-03
Q4956647,member of the Minnesota House of Representatives,Q17505193,Q16104729,2009-01-06,2011-01-03
Q13562398,member of the Montana House of Representatives,Q17496847,Q4964106,2009-01-05,2015-01-05
Q16222358,member of the State Senate of South Dakota,Q6814783,Q15713302,2009-01-05,2015-01-05
Q16225067,Member of the Wyoming House of Representatives,Q18341783,Q60675659,2009-01-05,2013-01-08
Q36854228,member of the Montana House of Representatives,Q17496847,Q5338626,2009-01-05,2015-01-05
Q7816517,member of the Montana House of Representatives,Q17496847,Q5585940,2009-01-05,2015-01-05
Q27049870,member of the Missouri House of Representatives,Q18131809,Q28606917,2009-01-03,2013-01-09
Q15713162,member of the Utah House of Representatives,Q18810381,Q16186540,2009-01-01,2012-12-31
Q19604751,member of the Michigan House of Representatives,Q18654736,Q16730764,2009-01-01,2015-01-01
Q20740901,member of the Michigan House of Representatives,Q18654736,Q6198266,2009-01-01,2015-01-01
Q21061112,member of the Michigan House of Representatives,Q18654736,Q7976592,2009-01-01,2015-01-01
Q62066544,member of the Utah House of Representatives,Q18810381,Q16226611,2009-01-01,2016-09-21
Q16106847,member of the South Dakota House of Representatives,Q19360976,Q16206518,2009-01,2011-01-11
Q16187135,Member of the New Mexico House of Representatives,Q17631457,Q16733781,2009-01,2012-12
Q16215788,Arkansas state representative,Q19681513,Q16208748,2009-01,2011-01-10
Q16216179,Arkansas state representative,Q19681513,Q16186443,2009-01,2013-01
Q16731387,Arkansas state representative,Q19681513,Q16186717,2009-01,2013-01-15
Q5494839,member of the Wisconsin State Assembly,Q18526160,Q6385539,2009-01,2013-01-07
Q59240324,member of the Connecticut House of Representatives,Q18763331,Q6788962,2009-01,2019-01-09
Q71332580,member of the Oregon House of Representatives,Q19360415,Q4909711,2009-01,2009-01
Q7344222,Arkansas state senator,Q21361754,Q16886050,2009-01,2013-01-14
Q106762335,member of the Connecticut House of Representatives,Q18763331,Q106687201,2009,2021-03-08
Q16197251,member of the Oregon House of Representatives,Q19360415,Q6829794,2009,2009
Q16886048,member of the Iowa House of Representatives,Q17486706,Q4769121,2009,2013
Q63315202,member of the Connecticut House of Representatives,Q18763331,Q7822616,2009,2015
Q18631768,member of the Maine House of Representatives,Q18713970,Q16114487,2008-12-03,2014-12-03
Q16185405,Member of the West Virginia House of Delegates,Q19772501,Q16218652,2008-12-01,2010-12-01
