wanted,position,positionid,from,start,end
Q1842365,member of the California State Assembly,Q18180908,Q6197179,2008-12-01,2012-11-30
Q18631948,member of the California State Assembly,Q18180908,Q6962991,2008-12-01,2014-11-30
Q18720124,Member of the Idaho House of Representatives,Q17546641,Q5596129,2008-12-01,2014-12-01
Q105437725,member of the Hawaii House of Representatives,Q19319643,Q16221404,2008-11-04,2020-11-03
Q6217731,ambassador to Armenia,Q1837635,Q6762913,2008-09-22,2011-06-09
Q5246465,Lieutenant Governor of New York,Q6544428,Q3569412,2008-03-17,2008-06-24
Q6792602,ambassador to Lebanon,Q7889326,Q6836763,2008-01-25,2008-09-04
Q6845799,member of the Louisiana House of Representatives,Q17355090,Q5495951,2008-01-14,2011-01-24
Q64853009,member of the Montana House of Representatives,Q17496847,Q5235173,2008-01-05,2015-01-05
Q7626330,member of the Louisiana House of Representatives,Q17355090,Q7124231,2008-01,2012-01
Q1441708,ambassador to Turkey,Q7889393,Q382314,2008,2010
Q16137723,member of the State Senate of Ohio,Q20065429,Q4910816,2007-10-10,2016-12-31
Q16146204,ambassador to Tanzania,Q7889386,Q1602312,2007-09-12,2009-01-20
Q16731215,member of the Colorado House of Representatives,Q17485005,Q4932506,2007-01-10,2011-01-12
Q18631318,member of the Colorado House of Representatives,Q17485005,Q6184468,2007-01-10,2014-11-04
Q78218537,Member of the Kansas House of Representatives,Q17487134,Q5353171,2007-01-10,2013-01-08
Q16730616,Member of the Wyoming House of Representatives,Q18341783,Q28162679,2007-01-09,2011-01-11
Q61642703,member of the Tennessee House of Representatives,Q18538054,Q4960683,2007-01-09,2019-01-08
Q78568719,member of the Tennessee House of Representatives,Q18538054,Q6271163,2007-01-09,2017-01
Q98400588,member of the South Dakota House of Representatives,Q19360976,Q16202862,2007-01-09,2015-01-13
Q111170189,member of the Oregon House of Representatives,Q19360415,Q1452454,2007-01-08,2022-01-21
Q16205854,member of the Washington House of Representatives,Q17598395,Q6147348,2007-01-08,2013-12-16
Q5517049,member of the Georgia State Senate,Q20065663,Q50277125,2007-01-08,2009-01-12
Q6780820,Lieutenant Governor of Ohio,Q1660669,Q434031,2007-01-08,2011-01-10
Q19879788,member of the Montana House of Representatives,Q17496847,Q5310296,2007-01-03,2015-01-05
Q60585653,member of the New York State Assembly,Q20058770,Q4964971,2007-01-03,2017-12-06
Q6243443,member of the Minnesota House of Representatives,Q17505193,Q6372424,2007-01-03,2011-01-03
Q7693115,member of the State Senate of Minnesota,Q21363942,Q6194054,2007-01-03,2011-01-03
Q7816517,member of the Montana House of Representatives,Q17496847,Q6178721,2007-01-03,2013-01-07
Q7970424,member of the State Senate of Wisconsin,Q17602055,Q6175002,2007-01-03,2011-01-03
Q19519728,Ohio state representative,Q17502533,Q6166722,2007-01-02,2014-12-31
Q23771975,member of the Pennsylvania House of Representatives,Q14616716,Q6836704,2007-01-02,2015-01-06
Q6758581,member of the Pennsylvania House of Representatives,Q14616716,Q4933395,2007-01-02,2009-10-19
Q7441303,member of the State Senate of Ohio,Q20065429,Q5036225,2007-01-02,2016-12-31
Q16730706,member of the Michigan House of Representatives,Q18654736,Q6390215,2007-01-01,2012-12-31
Q61775026,member of the Utah House of Representatives,Q18810381,Q16224748,2007-01-01,2018-06-07
Q6212227,member of the State Senate of Ohio,Q20065429,Q6222319,2007-01-01,2008-12-31
Q15991543,Member of the West Virginia House of Delegates,Q19772501,Q16185343,2007-01,2013-01
Q16732700,member of the Hawaii House of Representatives,Q19319643,Q16195290,2007-01,2013-01-16
Q20641973,member of the State Senate of Nebraska,Q20065395,Q4953782,2007-01,2015-01
Q5115482,member of the Missouri House of Representatives,Q18131809,Q27064117,2007-01,2009-01
Q6141571,Secretary of State of Alabama,Q7444359,Q4897461,2007,2013-07-31
Q618727,Deputy National Security Advisor,Q5261055,Q382314,2007,2008
Q7052904,Member of the North Carolina Senate,Q19727887,Q13562444,2007,2012
Q7154188,ambassador to Malaysia,Q7889335,Q88962927,2007,2009
Q7495360,member of the Oregon House of Representatives,Q19360415,Q5495253,2007,2008
Q6173918,member of the California State Assembly,Q18180908,Q4773294,2006-12-06,2012-11-30
Q55081256,member of the South Carolina House of Representatives,Q19754409,Q19879941,2006-12-05,2016-05-24
Q5560484,member of the California State Assembly,Q18180908,Q6397820,2006-12-04,2010-12-06
Q7182484,member of the California State Assembly,Q18180908,Q2355703,2006-12-04,2012-11-30
Q5528784,Member of the Idaho House of Representatives,Q17546641,Q7615325,2006-12-01,2012-12-01
Q7330023,Member of the Idaho House of Representatives,Q17546641,Q6141012,2006-12-01,2012-12-01
Q16151275,member of the Florida House of Representatives,Q18342844,Q5334959,2006-11-21,2012-11-20
Q20090777,Member of the North Carolina House of Representatives,Q18089655,Q5218878,2006-11-02,2009-05-19
Q18631692,member of the Illinois House of Representatives,Q17495450,Q6192633,2006-07-05,2015-01-06
Q5195759,member of the State Senate of Michigan,Q18675883,Q5607720,2006-03-21,2015-01-01
Q3500791,ambassador to Finland,Q7889300,Q6763644,2006-03-09,2008-03-28
Q6831408,member of the New York State Assembly,Q20058770,Q7183261,2006-03-01,2012-12-31
Q6990615,Under Secretary of the Army,Q7892254,Q1170156,2006-02,2007-07
Q28823199,member of the Virginia House of Delegates,Q20065408,Q6178602,2006-01-11,2017-01-13
Q5349362,member of the Virginia House of Delegates,Q20065408,Q5240722,2006-01-11,2010-01-13
Q5300444,member of the State Senate of Indiana,Q19362907,Q7634081,2006,2010
Q19360693,member of the Oregon House of Representatives,Q19360415,Q7421633,2005-12-02,2015-01
Q4662113,Member of the Kansas House of Representatives,Q17487134,Q7859620,2005-10-28,2009-01-12
Q6253752,ambassador to Georgia,Q1837644,Q500486,2005-08-23,2009-09-09
Q68603528,ambassador to Kyrgyzstan,Q267742,Q6762913,2005-02-04,2008-02-04
Q16211758,member of the Colorado House of Representatives,Q17485005,Q6490706,2005-01-12,2013-01-09
Q29573217,member of the Connecticut House of Representatives,Q18763331,Q28861406,2005-01-12,2017-02
Q16730702,Member of the Kansas House of Representatives,Q17487134,Q7933805,2005-01-10,2013-01-10
Q19360692,member of the Oregon House of Representatives,Q19360415,Q6409503,2005-01-10,2015-01-12
Q64148457,member of the Georgia House of Representatives,Q17548315,Q51265890,2005-01-10,2009-01-12
Q7347764,Member of the Kansas House of Representatives,Q17487134,Q7348144,2005-01-10,2011-01-10
Q7648214,Member of the Kansas House of Representatives,Q17487134,Q7816123,2005-01-10,2011-01-10
Q105091170,member of the Vermont House of Representatives,Q17484018,Q60732009,2005-01-05,2017-01-04
Q8076860,member of the State Senate of Puerto Rico,Q20066337,Q1147285,2005-01-04,2009-01-02
Q5524591,member of the Washington House of Representatives,Q17598395,Q6196775,2005-01-03,2013-01-14
Q7326505,Ohio state representative,Q17502533,Q6788570,2005-01-03,2010-01-19
Q16107346,member of the Michigan House of Representatives,Q18654736,Q5300293,2005-01-01,2010-12-31
Q17708795,member of the Michigan House of Representatives,Q18654736,Q6396230,2005-01-01,2010-12-31
Q28132607,Member of the Wyoming House of Representatives,Q18341783,Q16105968,2005-01-01,2017-01-10
Q5085579,Secretary of State of Maine,Q7444375,Q6790437,2005-01-01,2011-01-07
Q5112365,member of the New York State Assembly,Q20058770,Q7817095,2005-01-01,2010-12-31
Q7341290,Member of the North Carolina Senate,Q19727887,Q3956848,2005-01-01,2008-05-27
Q16215761,Member of the New Mexico House of Representatives,Q17631457,Q16194408,2005-01,2009-01
Q96217178,member of the State Senate of New Mexico,Q20658713,Q16875225,2005-01,2016-01
Q30166067,member of the State Senate of Kansas,Q19617175,Q6499080,2005,2019
Q2656733,member of the California State Assembly,Q18180908,Q2347916,2004-12-06,2010-12-06
Q6279566,member of the California State Assembly,Q18180908,Q7817900,2004-12-06,2006-11-30
Q28407926,member of the State Senate of New Hampshire,Q19264592,Q24053,2004-12-01,2010-12-01
Q6436584,member of the Indiana House of Representatives,Q18190880,Q4977175,2004-11-03,2012-11-07
Q484005,ambassador to South Korea,Q7889322,Q494953,2004-09-01,2005-04-08
Q145193,ambassador to Iraq,Q1837622,Q453868,2004-06-29,2005-03-17
Q19518063,Member of the North Carolina Senate,Q19727887,Q6776263,2004-02,2014-03-06
Q5517074,Member of the Kansas House of Representatives,Q17487134,Q7086461,2004-01-26,2009-01-03
Q16199598,member of the Virginia House of Delegates,Q20065408,Q6709543,2004-01-14,2014-01-28
Q4722040,member of the Virginia House of Delegates,Q20065408,Q349230,2004-01-14,2012-01-11
Q21228295,member of the Louisiana House of Representatives,Q17355090,Q5336154,2004-01,2016-01
Q63040631,member of the Oklahoma House of Representatives,Q18925362,Q7488109,2004,2010
Q7909265,member of the Louisiana House of Representatives,Q17355090,Q4936553,2004,2012
Q6226407,ambassador to Lithuania,Q7889329,Q7610057,2003-08-26,2006
Q7680791,member of the Wisconsin State Assembly,Q18526160,Q6522187,2003-04-30,2005-01-03
Q7152671,Assistant Secretary of Defense for Homeland Defense and Americas' Security Affairs,Q16971079,Q7152365,2003-02-07,2009-01-20
Q18159026,Member of the North Carolina Senate,Q19727887,Q261003,2003-01-29,2009-01-03
Q16214890,Arkansas state representative,Q19681513,Q5056387,2003-01-13,2005-01-10
Q5056315,member of the Georgia State Senate,Q20065663,Q7369665,2003-01-13,2005-01-10
Q7821964,Member of the Kansas House of Representatives,Q17487134,Q7816215,2003-01-13,2009-01-12
Q7860106,member of the Iowa House of Representatives,Q17486706,Q7340213,2003-01-13,2007-01-08
Q16194357,member of the Maryland House of Delegates,Q20064986,Q6104701,2003-01-08,2011-01-12
Q6780461,member of the State Senate of Minnesota,Q21363942,Q16151954,2003-01-07,2007-01-02
Q5053470,Secretary of State of California,Q7024182,Q6397491,2003-01-06,2005-03-04
Q5340021,member of the State Senate of Ohio,Q20065429,Q7702134,2003-01-06,2010-12-31
Q6503593,Secretary of State of Idaho,Q7444368,Q4886744,2003-01-06,2015-01-05
Q5386570,member of the Wisconsin State Assembly,Q18526160,Q6372329,2003-01-05,2013-01-07
Q6225123,Ohio state representative,Q17502533,Q5136914,2003-01-03,2010-12-31
Q6789175,Ohio state representative,Q17502533,Q16185517,2003-01-03,2008-11-18
Q17708765,member of the Michigan House of Representatives,Q18654736,Q18687827,2003-01-01,2008-12-31
Q19360694,member of the Oregon House of Representatives,Q19360415,Q5258899,2003-01-01,2015-01-01
Q5247880,Member of the North Carolina Senate,Q19727887,Q746219,2003-01-01,2009-01-10
Q6742340,Member of the North Carolina Senate,Q19727887,Q3956848,2003-01-01,2005-01-01
Q7030112,member of the New York State Assembly,Q20058770,Q7493559,2003-01-01,2012-12-31
Q16121552,Member of the West Virginia House of Delegates,Q19772501,Q16466502,2003-01,2011-01
Q16123548,member of the South Dakota House of Representatives,Q19360976,Q15713302,2003-01,2009-01
Q16209193,member of the Tennessee House of Representatives,Q18538054,Q16186699,2003-01,2013-01-08
Q16730021,member of the Hawaii House of Representatives,Q19319643,Q16197378,2003-01,2011-01-19
Q16751103,Member of the West Virginia House of Delegates,Q19772501,Q16145222,2003-01,2013-01
Q16887023,Arkansas state representative,Q19681513,Q16727985,2003-01,2009-01
Q5112779,member of the Rhode Island House of Representatives,Q20058759,Q16189449,2003-01,2009-01
Q7320854,Rhode Island state senator,Q19397347,Q16114333,2003-01,2005-01
Q7408164,member of the State Senate of Hawaii,Q20058751,Q16149016,2003-01,2013-01-16
Q28823539,member of the Iowa House of Representatives,Q17486706,Q6196501,2003,2017-01-02
Q29578077,member of the Alabama House of Representatives,Q18648747,Q552353,2003,2011
Q4953971,member of the Illinois House of Representatives,Q17495450,Q5073172,2003,2013
Q4910221,member of the California State Assembly,Q18180908,Q6243830,2002-12-02,2008-11-30
Q518938,member of the California State Assembly,Q18180908,Q5427670,2002-12-02,2008-11-30
Q19946038,member of the Alabama House of Representatives,Q18648747,Q58303146,2002-11-06,2006-11-08
Q16215263,member of the Florida House of Representatives,Q18342844,Q4820124,2002-11-05,2010-11-02
Q6757174,ambassador to Albania,Q7889254,Q382314,2002-10-03,2004-05-02
Q6396349,member of the Utah House of Representatives,Q18810381,Q16146633,2002-06-19,2006-12-31
Q6015205,member of the Hawaii House of Representatives,Q19319643,Q1391102,2002-05-30,2018-11-06
Q15030244,member of the Connecticut House of Representatives,Q18763331,Q16213499,2002-01-30,2005-01-07
Q16731365,member of the Virginia House of Delegates,Q20065408,Q6227200,2002-01-09,2013-08-16
Q5107711,member of the Virginia House of Delegates,Q20065408,Q7384305,2002-01-09,2006-01-11
Q5231887,member of the Virginia House of Delegates,Q20065408,Q5072876,2002-01-09,2006-01-11
Q7612650,member of the Montana House of Representatives,Q17496847,Q6192771,2002-01-06,2011-01-03
Q6660271,member of the Washington House of Representatives,Q17598395,Q5335246,2002-01,2011-01-14
Q19946047,member of the Alabama House of Representatives,Q18648747,Q28925208,2002,2014-11-05
Q23772277,member of the Pennsylvania House of Representatives,Q14616716,Q6764959,2002,2014
Q668779,ambassador to Slovenia,Q917559,Q15453080,2001-10-24,2004-09-17
Q5482337,ambassador to the Holy See,Q1837627,Q1288295,2001-09-13,2005-01-26
Q6130749,ambassador to Ireland,Q7889313,Q322724,2001-08-29,2003-01-31
Q7794330,ambassador to Morocco,Q1453250,Q3846857,2001-08-07,2003-08-22
Q19561483,member of the Pennsylvania State Senate,Q18199902,Q5346394,2001-04-23,2015-01-02
Q926069,United States Trade Representative,Q27907212,Q312724,2001-02-07,2005-02-22
Q14948721,White House Deputy Chief of Staff,Q7994871,Q6210158,2001-01-20,2008-07-20
Q286514,White House Deputy Chief of Staff,Q7994871,Q649653,2001-01-20,2003-06-06
Q20744689,member of the Texas House of Representatives,Q18604553,Q16195634,2001-01-09,2014-12-21
Q7437215,Member of the Kansas House of Representatives,Q17487134,Q14919669,2001-01-08,2003-01-13
Q77579768,member of the Washington House of Representatives,Q17598395,Q7407671,2001-01-08,2017-01-09
Q16151855,Ohio state representative,Q17502533,Q4910816,2001-01-03,2007-10-09
Q338859,Ohio state representative,Q17502533,Q7702134,2001-01-03,2002-12-31
Q6212756,Ohio state representative,Q17502533,Q465887,2001-01-03,2004-12-31
Q7177085,Ohio state representative,Q17502533,Q7815065,2001-01-03,2008-12-31
Q4911138,member of the South Dakota House of Representatives,Q19360976,Q47460409,2001-01-02,2003-01
Q27840123,Secretary of State of Montana,Q16197533,Q4931942,2001-01-01,2005-01-03
Q4784501,member of the New York State Assembly,Q20058770,Q6830593,2001-01-01,2010-12-31
Q6768847,member of the Michigan House of Representatives,Q18654736,Q5607720,2001-01-01,2006-03-16
Q97737658,member of the Tennessee House of Representatives,Q18538054,Q16117386,2001-01-01,2017-01-01
Q16105333,member of the State Senate of South Dakota,Q6814783,Q16215287,2001-01,2009-01
Q16147428,Member of the West Virginia House of Delegates,Q19772501,Q16727426,2001-01,2011-01
Q4982903,Member of the North Carolina Senate,Q19727887,Q4647574,2001,2011
Q5307301,Lieutenant Governor of North Dakota,Q17059070,Q770393,2000-12-15,2010-12-07
Q16213249,member of the State Senate of California,Q19690441,Q535887,2000-12-04,2008-12-01
Q5478183,member of the State Senate of California,Q19690441,Q2277788,2000-12-04,2008-12-01
Q6153378,member of the Florida House of Representatives,Q18342844,Q4661833,2000-11-07,2008-11-04
Q6446813,member of the Florida House of Representatives,Q18342844,Q5258585,2000-11-07,2007-06-26
Q6837214,member of the Florida House of Representatives,Q18342844,Q16150298,2000-11-07,2008-11-04
Q7313396,ambassador to Azerbaijan,Q1625833,Q7369716,2000-10-11,2003-04-24
Q366838,ambassador to Poland,Q7889358,Q494953,2000-07-27,2004-04-14
Q6554897,Under Secretary of Energy for Nuclear Security,Q7883169,Q6217708,2000-06-29,2002-06-27
Q887898,Lieutenant Governor of Mississippi,Q6544423,Q4749420,2000-01-11,2008-01-10
Q16214054,Member of the Mississippi Senate,Q18195558,Q64747985,2000-01-04,2012-01-03
Q19879766,Mississippi state representative,Q17487661,Q66818548,2000-01-04,2006-12-06
Q16751412,member of the Kentucky House of Representatives,Q20065966,Q17388769,2000,2008
Q5703668,member of the Louisiana House of Representatives,Q17355090,Q13562324,1999-03-09,2010-03-08
Q6163770,Lieutenant Governor of Texas,Q639115,Q215057,1999-01-19,2000-12-21
Q7495579,member of the Maryland House of Delegates,Q20064986,Q5081810,1999-01-13,2005-06-30
Q16981957,Arkansas state representative,Q19681513,Q5056387,1999-01-11,2003-01-13
Q5534315,member of the Washington House of Representatives,Q17598395,Q65548575,1999-01-11,2001-01-08
Q6163211,member of the Washington House of Representatives,Q17598395,Q5300456,1999-01-11,2011-01-10
Q6177861,Lieutenant Governor of Ohio,Q1660669,Q6792735,1999-01-11,2002-12-31
Q6880883,member of the Oregon House of Representatives,Q19360415,Q97104746,1999-01-11,2003-01-13
Q5040929,member of the Pennsylvania House of Representatives,Q14616716,Q4931758,1999-01-05,2008-11-30
Q5549428,member of the Pennsylvania House of Representatives,Q14616716,Q6265258,1999-01-05,2010-11-30
Q16885825,member of the Wisconsin State Assembly,Q18526160,Q6184241,1999-01-03,2012-07-17
Q6196627,member of the Michigan House of Representatives,Q18654736,Q7383055,1999-01-01,2004-12-31
Q6228121,Lieutenant Governor of Michigan,Q1586403,Q5273287,1999-01-01,2003-01-01
Q6709285,Ohio state representative,Q17502533,Q6195730,1999-01-01,2006-12-31
Q26845638,member of the Oregon House of Representatives,Q19360415,Q7803784,1999-01,2005-01
Q56224326,Rhode Island state senator,Q19397347,Q16187077,1999-01,2003-01
Q4910258,member of the State Senate of Oregon,Q19689183,Q6513073,1999,2001
Q6490810,ambassador to the Federated States of Micronesia,Q7889409,Q461497,1999,2000
Q5402987,member of the State Senate of Maine,Q18342769,Q16114487,1998-12-02,2002-12-04
Q5318246,member of the State Senate of Hawaii,Q20058751,Q18687929,1998-12,2008-12
Q6124991,White House Press Secretary,Q2306431,Q6210964,1998-08-04,2000-09-29
Q1545383,Secretary of the Army,Q1591470,Q353121,1998-07-02,2001-01-20
Q348033,ambassador to Romania,Q2912338,Q6142419,1998-02-04,2001-03-01
Q19946004,member of the Alabama House of Representatives,Q18648747,Q16105276,1998,2010-11-03
Q7364818,ambassador to Bahrain,Q7889259,Q15453080,1997-12-11,2001-09-29
Q16151700,member of the State Senate of Louisiana,Q18091440,Q1100451,1997-12,2008-01
Q6377211,Lieutenant Governor of Indiana,Q288316,Q1431576,1997-01-13,2003-09-13
Q7225782,member of the Iowa House of Representatives,Q17486706,Q8007916,1997-01-13,2003-01-13
Q3200804,member of the State Senate of Illinois,Q20058778,Q76,1997-01-08,2004-11-04
Q5322177,member of the State Senate of Iowa,Q18707052,Q749710,1997-01-03,2003-01-03
Q6681613,Ohio state representative,Q17502533,Q6146693,1997-01-03,2004-12-31
Q7807275,Ohio state representative,Q17502533,Q7364569,1997-01-03,2004-12-31
Q6115051,member of the State Senate of California,Q19690441,Q350843,1997-01-01,2000-12-31
Q6773369,member of the Michigan House of Representatives,Q18654736,Q1365715,1997-01-01,2001-12-31
Q76376954,member of the Michigan House of Representatives,Q18654736,Q76373564,1997-01-01,2002
Q27063389,member of the State Senate of South Dakota,Q6814783,Q47598886,1997,2004
Q6116310,member of the State Senate of Oregon,Q19689183,Q4827987,1997,2009
Q748640,member of the Maine House of Representatives,Q18713970,Q6768513,1996-12-04,2000-12-06
Q6662402,member of the California State Assembly,Q18180908,Q7345472,1996-12-02,2002-11-30
Q6384943,member of the California State Assembly,Q18180908,Q535887,1996-12,2000-12-04
Q6112971,member of the State Senate of Massachusetts,Q20058776,Q2344921,1996-05-01,2001-10-16
Q89536196,member of the South Carolina House of Representatives,Q19754409,Q20708207,1996-01-24,2019-03-27
Q5490180,member of the State Senate of Virginia,Q18604340,Q1282486,1996-01-10,2001-01-03
Q5230027,member of the Washington House of Representatives,Q17598395,Q6369764,1996-01-08,2001-12-12
Q16213208,member of the State Senate of Maine,Q18342769,Q7323541,1996,2004
Q18378545,member of the North Dakota House of Representatives,Q19360961,Q6819672,1996,2011
Q5213510,member of the State Senate of West Virginia,Q21368444,Q105069824,1996,2004
Q5605227,member of the California State Assembly,Q18180908,Q538888,1996,2002
Q6750991,member of the California State Assembly,Q18180908,Q399621,1996,2000
Q7964330,member of the State Senate of Louisiana,Q18091440,Q6709001,1996,2004
Q7346198,Lieutenant Governor of Pennsylvania,Q1402980,Q776203,1995-01-17,2001-10-05
Q5387006,member of the Maryland House of Delegates,Q20064986,Q6376281,1995-01-12,2002-01-10
Q91982301,member of the Illinois House of Representatives,Q17495450,Q13562300,1995-01-11,2020-01-21
Q5106795,member of the State Senate of Texas,Q18565274,Q6152586,1995-01-10,2003-01-13
Q7909391,Member of the Kansas House of Representatives,Q17487134,Q5234633,1995-01-09,2001-01-08
Q3814855,Lieutenant Governor of Connecticut,Q20948752,Q241788,1995-01-04,2004-07-01
Q6369581,member of the Pennsylvania House of Representatives,Q14616716,Q7143249,1995-01-03,2005-05-03
Q7817393,member of the State Senate of Ohio,Q20065429,Q7320554,1995-01-03,2001-12-05
Q7909356,member of the State Senate of Michigan,Q18675883,Q970515,1995-01-01,2001-01-03
Q106387013,Member of the New Mexico House of Representatives,Q17631457,Q15844873,1995-01,2015-01
Q29918953,member of the State Senate of Hawaii,Q20058751,Q16150650,1995-01,2003-01
Q5074659,Member of the West Virginia House of Delegates,Q19772501,Q16185343,1995-01,2005-01
Q93463818,Member of the New Mexico House of Representatives,Q17631457,Q16148707,1995-01,2019-12-20
Q6759471,Member of the North Carolina Senate,Q19727887,Q7823228,1995,2009-12-31
Q6984117,Member of the North Carolina Senate,Q19727887,Q16095467,1995,2005
Q7181683,member of the Oregon House of Representatives,Q19360415,Q5462515,1995,2000
Q96591392,member of the Iowa House of Representatives,Q17486706,Q7812667,1995,2019
Q5478183,member of the California State Assembly,Q18180908,Q2277788,1994-12-05,2000-12-04
Q5571451,member of the State Senate of California,Q19690441,Q50610,1994-12-05,2001-01-03
Q17386058,member of the State Senate of Alabama,Q20058764,Q7815155,1994-11-09,2010-11-03
Q8064085,member of the Washington House of Representatives,Q17598395,Q5349341,1994-05-31,2003-01-13
Q32167018,member of the Virginia House of Delegates,Q20065408,Q6555847,1994-01-12,2017-01-10
Q7788180,member of the Virginia House of Delegates,Q20065408,Q5489292,1994-01-12,2000-12-05
Q6258298,member of the State Senate of Washington,Q20065405,Q4933458,1994-01-05,2013-01-01
Q5623437,member of the State Senate of Florida,Q19961062,Q105641837,1994,2002
Q5161886,member of the Washington House of Representatives,Q17598395,Q7612257,1993-01-27,2011-01-10
Q16105208,member of the State Senate of Iowa,Q18707052,Q27063336,1993-01-11,2003-01-12
Q16730170,member of the Pennsylvania House of Representatives,Q14616716,Q7436545,1993-01-05,2013-01-01
Q5238836,member of the Pennsylvania House of Representatives,Q14616716,Q6235731,1993-01-05,2003-11-24
Q4749293,member of the Wisconsin State Assembly,Q18526160,Q7610084,1993-01-04,2013-01-07
Q6289539,member of the Wisconsin State Assembly,Q18526160,Q7803284,1993-01-04,2003-01-03
Q6709294,member of the Minnesota House of Representatives,Q17505193,Q160181,1993-01-03,2003-01-03
Q5386927,member of the State Senate of Louisiana,Q18091440,Q16093797,1993-01-01,2008-01-01
Q4935441,member of the Georgia House of Representatives,Q17548315,Q65555452,1993-01,2003-01-13
Q6195344,member of the Missouri House of Representatives,Q18131809,Q27735058,1993-01,2003-01
Q6297608,member of the Minnesota House of Representatives,Q17505193,Q4792438,1993,2005
Q7143737,Member of the North Carolina House of Representatives,Q18089655,Q13562444,1993,2006
Q18001490,member of the State Senate of Maine,Q18342769,Q6768513,1992-12-02,2000-12-06
Q16210822,Member of the West Virginia House of Delegates,Q19772501,Q27832616,1992-12-01,2006-12-01
Q1278387,member of the Indiana House of Representatives,Q18190880,Q7273853,1992-11-04,2000-11-08
Q7650809,member of the Indiana House of Representatives,Q18190880,Q7914739,1992-11-04,2005-09-26
Q6104574,member of the State Senate of Florida,Q19961062,Q767270,1992-11-03,2000-11-07
Q5129830,member of the Virginia House of Delegates,Q20065408,Q2040270,1992-01-08,2001-12-27
Q7803572,Ohio state representative,Q17502533,Q5271471,1992-01-03,2000-12-31
Q725005,Member of the West Virginia House of Delegates,Q19772501,Q6230040,1992,2012
Q7143397,member of the State Senate of Missouri,Q21364537,Q959455,1991-09,2001-01
Q16200932,Member of the Wyoming House of Representatives,Q18341783,Q107070635,1991-01-08,2005-01-11
Q20706830,member of the South Carolina House of Representatives,Q19754409,Q6243689,1991,2009
Q16194869,member of the Illinois House of Representatives,Q17495450,Q16093973,1990,2012
Q6125067,member of the Pennsylvania House of Representatives,Q14616716,Q8017864,1989-01-03,2002-11-30
Q6392916,member of the Pennsylvania House of Representatives,Q14616716,Q5661247,1989-01-03,2008-11-30
Q16221060,member of the Minnesota House of Representatives,Q17505193,Q16145716,1987-01-06,2013-01-07
Q7320854,Rhode Island state senator,Q19397347,Q16195552,1987-01,2003-01
Q26935185,member of the Minnesota House of Representatives,Q17505193,Q4766640,1985-01-08,2001-01-02
Q16202886,member of the Pennsylvania House of Representatives,Q14616716,Q5228246,1985-01-01,2009-03-17
Q21063133,Member of the North Carolina House of Representatives,Q18089655,Q59240327,1985-01-01,2001-12-29
Q27582044,member of the North Dakota House of Representatives,Q19360961,Q770393,1985,2000
Q6176067,member of the Connecticut House of Representatives,Q18763331,Q6205098,1985,2001
Q7597957,Member of the North Carolina Senate,Q19727887,Q6755372,1984,2011
Q4859350,Ohio state representative,Q17502533,Q7922242,1983-03-16,2000-12-31
Q5525105,member of the State Senate of Illinois,Q20058778,Q7147828,1983-01-12,2003-01-12
Q7350113,member of the New York State Assembly,Q20058770,Q7493559,1983-01-01,2002-12-31
Q96185694,Member of the New Mexico House of Representatives,Q17631457,Q16116635,1983-01-01,2015-01-01
Q6396574,Member of the New Jersey General Assembly,Q18536527,Q16090489,1982-05-03,2002-01-08
Q16729537,member of the North Dakota House of Representatives,Q19360961,Q6707903,1979,2013
Q6395701,member of the Massachusetts House of Representatives,Q17342542,Q7343125,1979,2008
Q7822117,member of the Minnesota House of Representatives,Q17505193,Q5724202,1975-01-07,2003-01-06
Q63088710,Member of the New Mexico House of Representatives,Q17631457,Q16091308,1974-01-01,2019-01-01
Q2165528,Lieutenant Governor of Tennessee,Q6544436,Q1441083,1971-01-07,2007-01-08
